train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total timesteps,time/episodes,train/learning_rate,rollout/success rate,train/critic_loss
595820,47.78,310.99648132324216,21,28062,-58.696833539999986,595925,10462,0.001,0.61,4002.2863800048826
595860,47.18,310.1131134033203,21,28074,-59.43571375,595965,10463,0.001,0.62,3590.7597045898438
595960,48.1,316.7381134033203,21,28106,-60.10948876,596065,10464,0.001,0.61,3881.9234252929687
,48.03,,21,28111,-59.84497015,596072,10465,,0.61,
596060,48.89,313.5469268798828,21,28141,-62.48269958000001,596172,10466,0.001,0.6,4477.964093017578
596160,49.81,311.0969512939453,21,28161,-67.13171219,596272,10467,0.001,0.59,5720.757878112793
596180,49.62,305.6730255126953,21,28164,-66.74130172,596283,10468,0.001,0.59,3995.936654663086
,49.38,,21,28167,-66.18200322999999,596286,10469,,0.59,
596200,49.55,311.19089965820314,21,28174,-66.43589316,596316,10470,0.001,0.59,5096.298852539063
596220,49.53,315.38526306152346,21,28176,-66.43658139,596321,10471,0.001,0.59,4993.518231201172
596320,50.46,312.0424560546875,21,28201,-66.73478612,596421,10472,0.001,0.58,4586.6322570800785
596420,51.3,312.7555297851562,21,28246,-67.41206399,596521,10473,0.001,0.57,4890.538473510742
,50.43,,21,28250,-66.49459401,596534,10474,,0.58,
,50.43,,21,28259,-66.49634852,596539,10475,,0.58,
,49.44,,21,28260,-65.62819792,596540,10476,,0.59,
596440,48.46,317.69908447265624,21,28267,-64.90705014,596542,10477,0.001,0.6,5109.129550170898
596540,48.46,315.0131500244141,21,28298,-64.55434239,596642,10478,0.001,0.6,4739.953552246094
,47.5,,21,28300,-63.723134089999995,596646,10479,,0.61,
596640,48.31,308.0439453125,21,28333,-63.302821259999995,596746,10480,0.001,0.6,4272.8492431640625
,48.04,,21,28338,-62.26824591999999,596756,10481,,0.6,
596660,47.97,313.1058807373047,21,28340,-62.40840254999999,596762,10482,0.001,0.6,4253.215814208985
,47.99,,21,28348,-62.36226341,596767,10483,,0.6,
596680,48.09,313.6962463378906,21,28357,-62.42880838000001,596781,10484,0.001,0.6,5133.394903564453
,47.15,,21,28359,-62.198262760000006,596787,10485,,0.61,
596780,48.08,311.3472900390625,21,28383,-62.54735611,596887,10486,0.001,0.6,5347.365179443359
596820,48.41,314.85540161132815,21,28397,-62.55194552999999,596934,10487,0.001,0.6,3394.856072998047
596840,47.51,316.46514282226565,21,28400,-61.66476548999999,596944,10488,0.001,0.61,2938.999688720703
,46.6,,21,28409,-61.00192180999999,596953,10489,,0.62,
596940,46.6,321.4385986328125,20,28445,-66.04599121,597053,10490,0.001,0.62,4803.987774658203
,46.39,,20,28452,-65.07376339000001,597057,10491,,0.62,
597040,46.39,314.42945251464846,20,28482,-64.38658672,597157,10492,0.001,0.62,4871.837384033203
597060,45.46,306.99330139160156,20,28500,-63.52535386,597164,10493,0.001,0.63,4166.941674804688
597160,46.35,313.90862731933595,20,28528,-64.3001735,597264,10494,0.001,0.62,5691.484704589844
,46.4,,20,28533,-64.28572794,597279,10495,,0.62,
597260,46.4,307.91953735351564,20,28558,-67.36714503,597379,10496,0.001,0.62,3333.797250366211
597280,46.06,308.8835754394531,20,28561,-66.41378289000001,597389,10497,0.001,0.62,5342.4485137939455
597380,46.94,307.4224456787109,20,28589,-67.34792772,597489,10498,0.001,0.61,3957.433224487305
,46.94,,20,28591,-67.34042764,597493,10499,,0.61,
597440,46.57,300.66664123535156,20,28612,-68.19207189,597556,10500,0.001,0.62,5535.595690917969
597540,46.57,315.32200927734374,20,28636,-67.78522534,597656,10501,0.001,0.62,4714.939047241211
597640,47.47,313.6707000732422,20,28662,-68.13282973,597756,10502,0.001,0.61,5089.147674560547
,46.51,,20,28664,-67.32950452,597760,10503,,0.62,
597660,46.58,310.4795196533203,20,28671,-67.48307087,597779,10504,0.001,0.62,4835.639837646484
597760,46.58,314.01890869140624,20,28696,-65.50185723999999,597879,10505,0.001,0.62,5806.262020874024
597860,47.53,318.85247802734375,20,28723,-67.12405005000001,597979,10506,0.001,0.61,4240.549468994141
597960,48.33,308.21417846679685,20,28747,-67.79250232,598069,10507,0.001,0.61,4041.985662841797
598060,49.21,309.2427062988281,20,28771,-69.05886129,598169,10508,0.001,0.6,6000.986734008789
598080,49.27,317.9084014892578,20,28776,-69.19669698999999,598184,10509,0.001,0.6,3618.801835632324
,49.03,,20,28779,-67.92739142,598194,10510,,0.6,
598180,49.99,308.2748077392578,20,28806,-68.55994290000001,598294,10511,0.001,0.59,5334.731240844727
598280,49.99,313.5373962402344,20,28826,-68.35401749,598394,10512,0.001,0.59,5877.169689941406
598380,50.94,310.1533172607422,20,28863,-72.26752114,598494,10513,0.001,0.58,4077.8690841674807
598400,50.04,313.48427429199216,20,28867,-71.61893130000001,598504,10514,0.001,0.59,4236.831866455078
,49.97,,20,28869,-71.47564271000002,598509,10515,,0.59,
598500,49.97,311.82603454589844,20,28893,-68.2069005,598609,10516,0.001,0.59,4386.178842163086
598600,49.97,314.92164916992186,20,28924,-68.18137095,598709,10517,0.001,0.59,5574.313562011719
,49.99,,20,28926,-68.18715961,598713,10518,,0.59,
598700,50.82,312.5603912353516,20,28962,-71.80193294,598813,10519,0.001,0.58,5237.764044189453
598720,50.72,311.81919860839844,20,28967,-71.26430982999999,598824,10520,0.001,0.58,3673.292584228516
,49.79,,20,28970,-70.4797921,598831,10521,,0.59,
,49.67,,20,28972,-69.98426453,598834,10522,,0.59,
,48.71,,20,28975,-68.33955642000001,598838,10523,,0.6,
598820,48.71,313.7212188720703,20,29002,-64.62117915,598938,10524,0.001,0.6,4302.85537109375
598840,48.66,305.64626159667966,20,29004,-64.59071287000002,598942,10525,0.001,0.6,4749.746060180664
,47.77,,20,29007,-63.793051720000015,598953,10526,,0.61,
598940,47.77,317.51625671386716,20,29038,-63.72497702000001,599053,10527,0.001,0.61,4512.039318847656
599040,48.59,317.83746032714845,20,29063,-64.4735074,599153,10528,0.001,0.6,5136.247326660156
599080,48.88,314.53822937011716,20,29075,-64.60100750000001,599189,10529,0.001,0.6,4779.253115844726
,48.88,,20,29083,-64.40088192,599195,10530,,0.6,
599100,48.03,307.7243225097656,20,29087,-61.46892833000001,599210,10531,0.001,0.61,6380.298178100586
599200,48.95,310.4644744873047,20,29117,-62.43297880000001,599310,10532,0.001,0.6,4683.251458740235
,48.05,,20,29120,-61.63999015,599320,10533,,0.61,
599300,48.95,312.8061859130859,20,29150,-62.01246583000001,599420,10534,0.001,0.6,4400.175283813476
599360,48.51,311.27850646972655,20,29168,-60.74438395,599476,10535,0.001,0.61,4762.268185424805
599460,48.51,319.6263885498047,20,29189,-57.55377045,599576,10536,0.001,0.61,5024.353594970703
599480,48.21,317.6397735595703,20,29192,-57.391215300000006,599582,10537,0.001,0.61,3887.290203857422
599580,49.12,310.2380004882813,20,29214,-58.83695122000001,599682,10538,0.001,0.6,4790.086212158203
599680,49.12,308.8566436767578,20,29240,-58.94397228,599782,10539,0.001,0.6,4688.654626464844
599780,50.08,305.54082641601565,20,29266,-60.05081045,599882,10540,0.001,0.59,4507.520031738281
599880,50.08,307.3435394287109,20,29287,-59.63411687999999,599982,10541,0.001,0.59,4370.219094848633
