time/total timesteps,time/time_elapsed,rollout/success rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
384619,70191,0.84,5,-2724.7575137300005,25.03,9958,384500,12986.91484375,10179158.1125,0.001
384623,70244,0.84,5,-2725.5684574,25.04,9959,384520,12859.3818359375,10213745.675,0.001
384629,70257,0.84,5,-2697.16540108,25.06,9960,,,,
384652,70270,0.85,5,-2642.15653875,24.29,9961,384540,12874.515625,8003438.78125,0.001
384655,70312,0.85,5,-2568.81954083,24.21,9962,,,,
384660,70316,0.85,5,-2560.26623628,24.25,9963,,,,
384760,70396,0.84,5,-2608.6030802100004,24.95,9964,384640,13019.0369140625,11669401.65,0.001
384860,70411,0.83,5,-3548.0879473900004,25.78,9965,384740,13097.8970703125,9153624.2625,0.001
384864,70413,0.83,5,-3553.5797369300003,25.54,9966,384760,12911.5017578125,11028120.375,0.001
384964,70462,0.83,5,-3546.6386125300005,25.54,9967,384860,12953.574609375,8827569.5375,0.001
384969,70465,0.83,5,-3517.3143661300005,25.55,9968,,,,
384974,70468,0.83,5,-3526.919657330001,25.53,9969,,,,
384977,70471,0.84,5,-3498.28826492,24.56,9970,,,,
385077,70508,0.83,5,-3548.7378453899996,24.84,9971,384960,13229.1921875,9130825.725,0.001
385082,70511,0.83,5,-3566.89231666,24.76,9972,384980,12984.05732421875,10435950.3375,0.001
385182,70532,0.82,5,-3597.7845346599993,25.72,9973,385080,12896.4130859375,13631670.675,0.001
385185,70540,0.83,5,-3561.5814503700003,24.75,9974,,,,
385190,70558,0.83,5,-3561.7723554699996,24.73,9975,,,,
385195,70575,0.83,5,-3550.09006793,24.44,9976,,,,
385295,70600,0.82,5,-3589.5603069599997,25.41,9977,385180,13034.212109375,9479811.26875,0.001
385359,70626,0.82,5,-3592.35621774,26.02,9978,385240,13089.737109375,7290457.5375,0.001
385364,70654,0.82,5,-3593.292148850001,26.04,9979,385260,13022.181640625,8758344.69375,0.001
385464,70691,0.81,5,-3621.4657580000003,27.01,9980,385360,13023.59306640625,8819414.775,0.001
385564,70721,0.81,5,-3596.5249093800003,27.01,9981,385460,12993.2349609375,8157111.95,0.001
385569,70749,0.82,5,-3592.63000109,26.06,9982,,,,
385669,70798,0.81,5,-3651.04557792,26.82,9983,385560,12970.5783203125,9925915.0125,0.001
385769,70832,0.81,5,-3665.7764754500004,26.82,9984,385660,13083.892578125,7597082.40625,0.001
385773,70849,0.81,5,-3655.515784540001,26.8,9985,,,,
385776,70876,0.81,5,-3654.9168622100005,26.79,9986,,,,
385876,70924,0.81,5,-2738.3959636400004,26.79,9987,385760,13068.992578125,12374902.33125,0.001
385879,70961,0.81,5,-2732.7212241800003,26.56,9988,,,,
385895,71052,0.81,5,-2736.4280141400004,26.68,9989,385780,13270.9916015625,9349231.7375,0.001
385900,71084,0.81,5,-2741.0595134799996,26.6,9990,,,,
385904,71101,0.81,5,-2722.99164978,26.35,9991,385800,13048.5138671875,9369044.68125,0.001
385914,71110,0.81,5,-2720.02009498,26.12,9992,,,,
385916,71137,0.82,5,-2666.9268303599993,25.14,9993,,,,
385923,71150,0.82,5,-2655.92286826,25.11,9994,385820,13334.38681640625,7728365.96875,0.001
385926,71157,0.82,5,-2654.7285290700006,25.1,9995,,,,
385970,71170,0.82,5,-2674.6520150300003,25.49,9996,385860,13056.25556640625,11552811.8375,0.001
385975,71183,0.82,5,-2674.2921640900004,25.45,9997,,,,
386015,71215,0.82,5,-2688.4210500700005,25.83,9998,385900,13222.192578125,10556897.375,0.001
386018,71247,0.82,5,-2685.87885372,25.76,9999,,,,
386022,71305,0.82,5,-2674.1385740399996,25.74,10000,385920,12979.0451171875,10453245.875,0.001
386027,71332,0.82,5,-2675.2634856599993,25.76,10001,,,,
386127,71359,0.81,5,-2671.9990575199995,26.72,10002,386020,13052.82841796875,10242515.2375,0.001
386133,71367,0.81,5,-2672.2058801999992,26.74,10003,,,,
386233,71420,0.8,5,-2717.4327443899992,27.73,10004,386120,12899.95478515625,10837793.0625,0.001
386237,71428,0.8,5,-2706.4246153699996,27.72,10005,,,,
386241,71445,0.8,5,-2720.566179999999,27.42,10006,386140,13008.14677734375,10623238.35,0.001
386268,71502,0.8,5,-2746.4794876699993,27.62,10007,386160,13005.8099609375,10129195.45,0.001
386273,71525,0.8,5,-2736.97404504,27.64,10008,,,,
386373,71619,0.79,5,-2808.74738223,28.6,10009,386260,12813.304296875,10403386.6625,0.001
386473,71642,0.78,5,-3787.3287907999998,29.56,10010,386360,13133.260546875,10422887.25625,0.001
386477,71675,0.78,5,-3787.61397339,29.56,10011,,,,
386577,71696,0.77,5,-3788.9589165699995,30.22,10012,386460,13197.13203125,9401732.2,0.001
386582,71705,0.77,5,-3789.51145312,30.18,10013,386480,13106.87421875,10055269.3,0.001
386583,71711,0.77,5,-3778.40353631,30.14,10014,,,,
386592,71715,0.77,5,-3792.3257488999993,30.19,10015,,,,
386692,71769,0.76,5,-3845.2561165199995,31.05,10016,386580,13291.55517578125,9432839.3375,0.001
386694,71806,0.77,5,-3789.7357487499994,30.07,10017,,,,
386698,71824,0.77,5,-3784.012701209999,29.81,10018,,,,
386798,71847,0.77,5,-4692.7419757299995,29.81,10019,386680,13169.9791015625,9817155.75,0.001
386805,71921,0.77,5,-4721.115208679998,29.78,10020,386700,13142.0017578125,11723240.125,0.001
386811,71934,0.77,5,-4701.847695929999,29.69,10021,,,,
386815,71961,0.77,5,-4712.327490109999,29.69,10022,,,,
386820,71963,0.78,5,-4676.0266399600005,28.74,10023,,,,
386824,71976,0.78,5,-4655.15193889,28.7,10024,386720,13134.19326171875,11493967.3375,0.001
386831,71994,0.78,5,-4674.90342296,28.68,10025,,,,
386837,72031,0.78,5,-4643.979316080001,28.65,10026,,,,
386842,72039,0.78,5,-4649.157383590001,28.46,10027,386740,13075.31875,10941539.7125,0.001
386851,72048,0.79,5,-4663.7514468300005,27.55,10028,,,,
386858,72066,0.79,5,-4684.48114107,27.56,10029,,,,
386862,72084,0.79,5,-4675.217684089999,27.55,10030,386760,13089.069140625,10478147.275,0.001
386962,72127,0.78,5,-4756.8372446799995,28.52,10031,386860,13135.1072265625,11055740.2375,0.001
387062,72179,0.77,5,-4786.87822693,29.48,10032,386960,13008.98330078125,11067148.10625,0.001
387066,72196,0.77,5,-4788.05174652,29.48,10033,,,,
387069,72198,0.77,5,-4808.4662915300005,29.49,10034,,,,
387074,72211,0.77,5,-4829.68518054,29.52,10035,,,,
387077,72213,0.77,5,-4850.43987108,29.54,10036,,,,
387083,72216,0.77,5,-4890.22382426,29.55,10037,386980,13002.1359375,9354481.975,0.001
387183,72274,0.76,5,-5055.076674970001,30.5,10038,387080,13022.809375,11287666.7625,0.001
387283,72337,0.75,5,-5099.52450205,31.45,10039,387180,12916.624609375,11212671.675,0.001
387287,72375,0.75,5,-5109.094531340001,31.41,10040,,,,
387292,72392,0.75,5,-5110.2870554,31.42,10041,,,,
387303,72416,0.75,5,-5114.486827230001,31.5,10042,387200,13007.89033203125,10019391.19375,0.001
387313,72445,0.75,5,-5114.87472768,31.53,10043,,,,
387318,72468,0.75,5,-5135.035424170001,31.53,10044,,,,
387332,72477,0.75,5,-5136.75234029,31.6,10045,387220,13312.70146484375,11286541.45,0.001
387339,72485,0.76,5,-5112.7734489800005,30.67,10046,,,,
387342,72508,0.77,5,-5063.537239519999,29.7,10047,387240,13233.401953125,9719372.4125,0.001
387442,72532,0.76,5,-5099.393068570001,30.66,10048,387340,13097.40859375,8696796.4375,0.001
387447,72549,0.76,5,-5119.9359361,30.68,10049,,,,
387450,72561,0.76,5,-4959.35936835,29.91,10050,,,,
387453,72628,0.76,5,-4948.13926496,29.89,10051,,,,
387459,72646,0.76,5,-4950.466615060001,29.9,10052,,,,
387466,72650,0.76,5,-4953.72735019,29.9,10053,387360,12906.94384765625,14132050.225,0.001
387566,72679,0.75,5,-4999.733488450001,30.6,10054,387460,13050.75673828125,11683071.0875,0.001
387666,72726,0.74,5,-5056.83511084,31.57,10055,387560,13122.59873046875,12790324.775,0.001
387672,72734,0.74,5,-5076.137574840001,31.58,10056,,,,
387679,72737,0.74,5,-5107.451846580001,31.6,10057,,,,
387684,72770,0.75,5,-4937.24969536,30.65,10058,387580,12939.3203125,10481788.125,0.001
387700,72785,0.75,5,-4940.27638869,30.77,10059,,,,
387707,72789,0.75,5,-4949.89900658,30.78,10060,387600,13230.74248046875,8616723.16875,0.001
387721,72800,0.75,5,-4948.481856860001,30.69,10061,387620,13103.24677734375,8257839.65,0.001
387726,72813,0.75,5,-4948.65779183,30.71,10062,,,,
387730,72816,0.75,5,-4967.734375600001,30.7,10063,,,,
387744,72830,0.76,5,-4918.831455760001,29.84,10064,387640,12931.75859375,11203940.375,0.001
387749,72863,0.77,5,-3977.5576620400007,28.89,10065,,,,
387756,72891,0.77,5,-4037.2187533300007,28.92,10066,,,,
387856,72908,0.77,5,-3949.22029069,28.92,10067,387740,13169.437109375,9397240.625,0.001
387861,72921,0.77,5,-3948.7397001000004,28.92,10068,387760,13202.8970703125,11732432.225,0.001
387866,72927,0.77,5,-3937.7329163700006,28.92,10069,,,,
387950,72958,0.77,5,-3962.3818771200004,29.73,10070,387840,12970.89619140625,11173148.4375,0.001
387953,72995,0.78,5,-3901.257226760001,28.76,10071,,,,
387960,72999,0.78,5,-3882.540012460001,28.78,10072,,,,
387966,73032,0.79,5,-3851.8143188500007,27.84,10073,387860,13161.458984375,7770814.575,0.001
387971,73089,0.79,5,-3851.913583990001,27.86,10074,,,,
387975,73173,0.79,5,-3871.0457182500004,27.85,10075,,,,
388075,73208,0.78,5,-3910.2167714100005,28.8,10076,387960,13106.70234375,12758053.0,0.001
388105,73223,0.79,5,-3875.91927089,28.1,10077,388000,13200.04658203125,9652087.8,0.001
388108,73235,0.79,5,-3863.03598725,27.49,10078,,,,
388208,73280,0.78,5,-3899.4045814899996,28.44,10079,388100,13398.112109375,8363100.925,0.001
388212,73292,0.79,5,-3871.537008079999,27.48,10080,,,,
388225,73297,0.8,5,-3828.887969089999,26.61,10081,388120,13106.0619140625,10472916.05,0.001
388325,73322,0.79,5,-3837.39215734,27.56,10082,388220,13075.31943359375,12035381.55,0.001
388329,73345,0.8,5,-3764.4217901,26.6,10083,,,,
388331,73361,0.81,5,-3678.76818737,25.62,10084,,,,
388336,73409,0.81,5,-3679.0286817599995,25.63,10085,,,,
388340,73411,0.81,5,-3678.92939229,25.64,10086,,,,
388347,73424,0.82,5,-3605.10549676,24.71,10087,388240,13273.79267578125,10355134.225,0.001
388350,73461,0.82,5,-3585.18887294,24.71,10088,,,,
388356,73489,0.82,5,-3603.9048045799996,24.61,10089,,,,
388362,73543,0.82,5,-3584.504476349999,24.62,10090,388260,13322.2005859375,8151297.8,0.001
388365,73550,0.82,5,-3584.5897236299998,24.61,10091,,,,
388369,73597,0.82,5,-3582.1337166099997,24.55,10092,,,,
388373,73600,0.82,5,-3582.9120814499997,24.57,10093,,,,
388378,73607,0.82,5,-3561.76807665,24.55,10094,,,,
388382,73640,0.82,5,-3562.073616320001,24.56,10095,388280,13229.16259765625,9192722.225,0.001
388388,73673,0.82,5,-3542.3354776100005,24.18,10096,,,,
388397,73706,0.82,5,-3542.9868788700005,24.22,10097,,,,
388401,73744,0.82,5,-3539.2627189699992,23.86,10098,388300,13384.9447265625,9699263.56875,0.001
388501,73765,0.81,5,-3560.8305451399997,24.83,10099,388400,13056.12099609375,9601889.9875,0.001
388507,73768,0.81,5,-3561.218579189999,24.85,10100,,,,
388513,73806,0.81,5,-3561.39970623,24.86,10101,,,,
388519,73809,0.82,5,-3536.0737830000003,23.92,10102,,,,
388524,73842,0.82,5,-3536.1527029100002,23.91,10103,388420,12922.36416015625,10811646.4875,0.001
388624,73897,0.82,5,-3706.911276240001,23.91,10104,388520,13029.873046875,9868898.325,0.001
388628,73904,0.82,5,-3736.8164255000006,23.91,10105,,,,
388635,73968,0.82,5,-3718.52824516,23.94,10106,,,,
388639,73971,0.82,5,-3691.3611809200006,23.71,10107,,,,
388658,73982,0.82,5,-3695.91311615,23.85,10108,388540,13156.5171875,11461219.525,0.001
388662,73984,0.83,5,-3624.1482414599996,22.89,10109,388560,13036.251953125,11169468.825,0.001
388666,73986,0.84,5,-2625.68245533,21.93,10110,,,,
388670,73994,0.84,5,-2626.0814108600002,21.93,10111,,,,
388770,74051,0.84,5,-2700.8822111499994,21.93,10112,388660,13200.5609375,7639526.7625,0.001
388773,74053,0.84,5,-2709.3421283100006,21.91,10113,,,,
388778,74075,0.84,5,-2730.72543515,21.95,10114,,,,
388784,74078,0.84,5,-2709.1618952900003,21.92,10115,388680,12971.2166015625,11794406.0875,0.001
388884,74110,0.84,5,-2907.9909578900006,21.92,10116,388780,12833.8609375,11226198.3625,0.001
388984,74150,0.83,5,-2949.58808799,22.9,10117,388880,13237.62060546875,7257873.2375,0.001
389001,74161,0.83,5,-2941.7171688699996,23.03,10118,388900,13045.52587890625,11839673.225,0.001
389019,74166,0.84,5,-2003.45434725,22.21,10119,,,,
389024,74178,0.84,5,-1965.1150623400003,22.19,10120,388920,13307.705859375,9675470.075,0.001
389032,74202,0.84,5,-1962.85333607,22.21,10121,,,,
389037,74225,0.84,5,-1952.44178483,22.22,10122,,,,
389042,74227,0.84,5,-1950.1635846599997,22.22,10123,388940,13237.2306640625,10059188.125,0.001
389046,74244,0.84,5,-1949.4517121199997,22.22,10124,,,,
389049,74266,0.84,5,-1927.79744906,22.18,10125,,,,
389053,74278,0.84,5,-1926.57497243,22.16,10126,,,,
389055,74290,0.84,5,-1915.1824461100002,22.13,10127,,,,
389066,74314,0.84,5,-1875.5540586299999,22.15,10128,388960,13081.0453125,10841533.35,0.001
389072,74347,0.84,5,-1845.71716592,22.14,10129,,,,
389078,74350,0.84,5,-1895.1940649699995,22.16,10130,,,,
389086,74368,0.85,5,-1815.9769197599996,21.24,10131,388980,13586.47060546875,8021069.8875,0.001
389090,74371,0.86,5,-1785.9707988599996,20.28,10132,,,,
389094,74387,0.86,5,-1785.85621805,20.28,10133,,,,
389098,74400,0.86,5,-1766.17709028,20.29,10134,,,,
389191,74453,0.86,5,-1782.3069103200003,21.17,10135,389080,13376.0248046875,9426590.9875,0.001
389291,74504,0.85,5,-1797.3302617800002,22.14,10136,389180,13104.1890625,9914921.1625,0.001
389315,74521,0.85,5,-1762.3961355200001,22.32,10137,389200,13395.09599609375,9771969.8625,0.001
389322,74549,0.86,5,-1579.3266953500006,21.39,10138,389220,13067.43798828125,11861667.05,0.001
389327,74562,0.87,5,-1534.3855816900002,20.44,10139,,,,
389330,74579,0.87,5,-1523.5783762499998,20.43,10140,,,,
389334,74601,0.87,5,-1522.32810572,20.42,10141,,,,
389339,74604,0.87,5,-1548.5447164600002,20.36,10142,,,,
389344,74621,0.87,5,-1567.39697307,20.31,10143,389240,13079.184375,9594248.325,0.001
389347,74658,0.87,5,-1546.7492009500002,20.29,10144,,,,
389351,74675,0.87,5,-1544.2737636600002,20.19,10145,,,,
389357,74699,0.87,5,-1542.6495175700004,20.18,10146,,,,
389361,74701,0.87,5,-1532.97821314,20.19,10147,389260,13462.48837890625,11042485.5125,0.001
389395,74718,0.88,5,-1506.4151607700003,19.53,10148,389280,13317.33759765625,11426641.53125,0.001
389398,74735,0.88,5,-1486.13536537,19.51,10149,,,,
389401,74788,0.88,5,-1505.68555864,19.51,10150,389300,13068.05517578125,9857885.3,0.001
389405,74800,0.88,5,-1505.6385653000002,19.52,10151,,,,
389505,74820,0.87,5,-1543.2707186099997,20.46,10152,389400,13115.5173828125,10589496.975,0.001
389508,74838,0.87,5,-1539.0336028200002,20.42,10153,,,,
389513,74841,0.88,5,-1485.93432005,19.47,10154,,,,
389517,74858,0.89,5,-1438.95773307,18.51,10155,,,,
389617,74889,0.88,5,-1545.21975214,19.45,10156,389500,13442.48427734375,10350059.225,0.001
389619,74910,0.88,5,-1513.1410694400004,19.4,10157,,,,
389623,74948,0.88,5,-1512.7818356600003,19.39,10158,389520,13421.5701171875,9568904.0375,0.001
389640,74975,0.88,5,-1535.5256692100002,19.4,10159,,,,
389647,74983,0.88,5,-1545.1116432099998,19.4,10160,389540,13183.887109375,10883856.5625,0.001
389747,75002,0.87,5,-1613.1960038299999,20.26,10161,389640,13316.8625,10925459.15,0.001
389847,75035,0.86,5,-1657.8905745700001,21.21,10162,389740,12968.75087890625,13690932.55,0.001
389851,75038,0.86,5,-1638.3627852500003,21.21,10163,,,,
389855,75065,0.86,5,-1634.13901871,21.11,10164,,,,
389955,75091,0.85,5,-1668.2774167700002,22.06,10165,389840,13401.6953125,8226253.596875,0.001
389957,75117,0.85,5,-1597.4043662699999,22.01,10166,,,,
390005,75170,0.86,5,-1564.0930210699996,21.49,10167,389900,12978.47197265625,11484199.0375,0.001
390021,75181,0.86,5,-1566.2687181599997,21.6,10168,389920,13222.7017578125,13381909.525,0.001
390026,75183,0.86,5,-1565.5862550199997,21.6,10169,,,,
390126,75198,0.85,5,-2135.72538889,21.76,10170,390020,13059.76396484375,10959940.0125,0.001
390130,75220,0.85,5,-2136.7255081099997,21.77,10171,,,,
390135,75233,0.85,5,-2146.3302225300004,21.75,10172,,,,
390143,75237,0.85,5,-2145.7881975900004,21.77,10173,390040,13132.097265625,9445960.925,0.001
390148,75254,0.85,5,-2147.44303751,21.77,10174,,,,
390150,75256,0.85,5,-2127.0178831000003,21.75,10175,,,,
390155,75258,0.86,5,-2087.58727617,20.8,10176,,,,
390156,75280,0.86,5,-2081.2610866600003,20.51,10177,,,,
390157,75296,0.86,5,-2080.87108857,20.49,10178,,,,
390206,75324,0.87,5,-2055.30252445,19.98,10179,390100,13326.37890625,10219008.6375,0.001
390213,75328,0.87,5,-2055.7076404199997,20.01,10180,,,,
390220,75336,0.87,5,-2054.3572285700006,19.95,10181,,,,
390223,75363,0.88,5,-2025.20384974,18.98,10182,390120,13133.8716796875,12788452.95,0.001
390323,75398,0.87,5,-2140.61875465,19.94,10183,390220,13083.8533203125,11790141.55,0.001
390365,75449,0.87,5,-2148.76130588,20.34,10184,390260,13405.1529296875,7967762.975,0.001
390371,75462,0.87,5,-2149.1863511999995,20.35,10185,,,,
390376,75474,0.87,5,-2190.6071328,20.36,10186,,,,
390388,75489,0.87,5,-2181.1897687299997,20.41,10187,390280,13149.4125,10881348.5125,0.001
390392,75496,0.87,5,-2191.0687097299997,20.42,10188,,,,
390397,75514,0.87,5,-2169.4563637199994,20.41,10189,,,,
390405,75518,0.87,5,-2179.42561523,20.43,10190,390300,13034.982421875,14302128.6,0.001
390419,75538,0.87,5,-2197.30836589,20.54,10191,,,,
390421,75540,0.87,5,-2195.58660481,20.52,10192,390320,13138.4640625,11737442.95,0.001
390424,75547,0.87,5,-2204.98597643,20.51,10193,,,,
390430,75574,0.87,5,-2207.1385197700006,20.52,10194,,,,
390434,75587,0.87,5,-2206.9695964300004,20.52,10195,,,,
390442,75595,0.87,5,-2277.15160705,20.54,10196,390340,13354.01435546875,9268567.05,0.001
390461,75611,0.87,5,-2279.49635702,20.64,10197,390360,13235.87685546875,11873598.35,0.001
390468,75614,0.87,5,-2290.77989189,20.67,10198,,,,
390474,75647,0.88,5,-2281.70481682,19.73,10199,,,,
390493,75658,0.88,5,-2285.131517579999,19.86,10200,390380,13303.08232421875,10083882.5625,0.001
390498,75676,0.88,5,-2294.50293966,19.85,10201,,,,
390505,75729,0.88,5,-2294.63211918,19.86,10202,390400,13262.6171875,11010702.3375,0.001
390510,75752,0.88,5,-2294.67932481,19.86,10203,,,,
390513,75759,0.89,5,-2079.38219406,18.89,10204,,,,
390560,75789,0.89,5,-2062.69126112,19.32,10205,390440,13270.9837890625,10666056.45,0.001
390565,75822,0.89,5,-2072.35134718,19.3,10206,390460,12935.663671875,12359996.6,0.001
390568,75824,0.89,5,-2072.59195763,19.29,10207,,,,
390575,75828,0.89,5,-2068.8077266900004,19.17,10208,,,,
390581,75846,0.89,5,-2068.32656239,19.19,10209,390480,13139.39453125,9300142.8125,0.001
390584,75858,0.89,5,-2068.04912543,19.18,10210,,,,
390660,75874,0.89,5,-2083.8598826899997,19.9,10211,390540,13215.0662109375,11845111.7875,0.001
390760,75906,0.89,5,-2017.4379953200003,19.9,10212,390640,13093.80263671875,11988875.7125,0.001
390766,75908,0.89,5,-2007.94036641,19.93,10213,390660,13250.56015625,12050846.325,0.001
390775,75931,0.89,5,-1989.0472955800003,19.97,10214,,,,
390875,75975,0.88,5,-2018.00226037,20.91,10215,390760,13312.23642578125,11669782.65,0.001
390884,75978,0.89,5,-1782.16296895,20.0,10216,390780,13311.09931640625,11844316.425,0.001
390892,76017,0.9,5,-1742.8351496900002,19.08,10217,,,,
390897,76020,0.9,5,-1750.55073866,18.96,10218,,,,
390926,76032,0.9,5,-1972.89652629,19.07,10219,390820,13152.6359375,13224280.025,0.001
390932,76045,0.9,5,-1971.7520267600005,19.08,10220,,,,
390937,76053,0.9,5,-1980.0942690800002,19.05,10221,,,,
390949,76058,0.9,5,-1991.3035767000006,19.12,10222,390840,13289.714453125,9606103.0,0.001
390961,76067,0.9,5,-1993.8249612600002,19.19,10223,390860,13055.1546875,9056024.075,0.001
390966,76076,0.9,5,-1994.4862858500003,19.2,10224,,,,
390973,76079,0.9,5,-1996.8409110999999,19.24,10225,,,,
390975,76091,0.9,5,-1995.90593088,19.22,10226,,,,
390978,76133,0.9,5,-1996.10558677,19.23,10227,,,,
390984,76136,0.9,5,-2004.93155972,19.18,10228,390880,13164.26123046875,9332175.85,0.001
390988,76138,0.9,5,-2004.9163985,19.16,10229,,,,
390992,76141,0.9,5,-1954.4803442700002,19.14,10230,,,,
390998,76158,0.9,5,-1952.9713428800003,19.12,10231,,,,
391003,76166,0.9,5,-1955.7532398500002,19.13,10232,390900,13403.47919921875,12469733.475,0.001
391009,76178,0.9,5,-1976.4516614000001,19.15,10233,,,,
391012,76186,0.9,5,-1976.3547974300006,19.14,10234,,,,
391020,76188,0.9,5,-1950.5291670500003,18.29,10235,,,,
391044,76206,0.91,5,-1921.52397956,17.53,10236,390940,13354.67646484375,11915749.2,0.001
391049,76208,0.91,5,-1916.6244364700003,17.34,10237,,,,
391050,76260,0.91,5,-1914.02626787,17.28,10238,,,,
391150,76292,0.9,5,-1986.1995731500003,18.23,10239,391040,13188.6126953125,11792837.7875,0.001
391154,76295,0.9,5,-1986.5384166700003,18.24,10240,,,,
391160,76303,0.9,5,-1998.2751635100003,18.26,10241,,,,
391165,76325,0.9,5,-1989.2258290900002,18.26,10242,391060,13356.90849609375,10978658.45,0.001
391168,76333,0.9,5,-1968.5697945000002,18.24,10243,,,,
391177,76352,0.9,5,-1999.26468342,18.3,10244,,,,
391182,76375,0.9,5,-2000.64766294,18.31,10245,391080,13437.72958984375,12014770.5875,0.001
391184,76381,0.9,5,-1998.7914325999998,18.27,10246,,,,
391189,76384,0.9,5,-2009.3656609700001,18.28,10247,,,,
391193,76447,0.9,5,-2010.83134365,17.98,10248,,,,
391197,76455,0.9,5,-2009.8615100400002,17.99,10249,,,,
391297,76487,0.89,5,-2061.3987600500004,18.96,10250,391180,13136.67587890625,11269091.825,0.001
391303,76575,0.89,5,-2062.1344073200003,18.98,10251,391200,13501.2568359375,8546963.1,0.001
391307,76632,0.9,5,-2021.18367255,18.02,10252,,,,
391315,76646,0.9,5,-2022.11453222,18.07,10253,,,,
391322,76659,0.9,5,-2023.6198993999994,18.09,10254,391220,13107.43984375,10014059.475,0.001
391361,76705,0.9,5,-2027.51125519,18.44,10255,391260,13068.12744140625,11004048.35625,0.001
391461,76736,0.9,5,-1970.69529507,18.44,10256,391360,13316.64873046875,10682788.725,0.001
391561,76761,0.89,5,-2053.4016499,19.42,10257,391460,13268.95693359375,9223118.875,0.001
391568,76774,0.89,5,-2057.46744534,19.45,10258,,,,
391668,76798,0.88,5,-2057.5634844,20.28,10259,391560,13255.6693359375,8921635.7,0.001
391674,76800,0.88,5,-2047.4311924400004,20.27,10260,,,,
391677,76813,0.89,5,-1977.8964893500001,19.3,10261,,,,
391682,76821,0.9,5,-1973.131508,18.35,10262,391580,13170.57275390625,11132827.05,0.001
391692,76824,0.9,5,-1996.7882511599998,18.41,10263,,,,
391703,76829,0.9,5,-2030.0776064000001,18.48,10264,391600,13254.33759765625,9302267.45,0.001
391712,76853,0.91,5,-1997.70522067,17.57,10265,,,,
391714,76895,0.91,5,-1997.7081935400004,17.57,10266,,,,
391716,76897,0.91,5,-1986.0797106300001,17.11,10267,,,,
391720,76930,0.91,5,-1983.09594189,16.99,10268,,,,
391726,76943,0.91,5,-1983.15115956,17.0,10269,391620,13389.974609375,10573248.9875,0.001
391731,76946,0.92,5,-1371.09173881,16.05,10270,,,,
391735,76959,0.92,5,-1360.42910034,16.05,10271,,,,
391739,76981,0.92,5,-1349.8297036000001,16.04,10272,,,,
391743,77009,0.92,5,-1349.04789429,16.0,10273,391640,13088.33779296875,11700844.9,0.001
391757,77024,0.92,5,-1351.04408416,16.09,10274,,,,
391763,77027,0.92,5,-1372.0614490599994,16.13,10275,391660,13166.66982421875,9876949.8,0.001
391766,77029,0.92,5,-1371.6325741099997,16.11,10276,,,,
391770,77052,0.92,5,-1372.6419569999998,16.14,10277,,,,
391773,77059,0.92,5,-1373.2410559599998,16.16,10278,,,,
391781,77093,0.92,5,-1363.03112188,15.75,10279,391680,13088.51533203125,12034892.2125,0.001
391788,77106,0.92,5,-1364.18756218,15.75,10280,,,,
391794,77119,0.92,5,-1374.0603565899999,15.74,10281,,,,
391806,77158,0.92,5,-1396.13909113,15.83,10282,391700,13053.16103515625,10930823.525,0.001
391810,77166,0.93,5,-1290.26993712,14.87,10283,,,,
391817,77204,0.93,5,-1283.5043171699997,14.52,10284,,,,
391823,77223,0.93,5,-1283.3154299799999,14.52,10285,391720,13372.41689453125,8496132.45,0.001
391923,77258,0.92,5,-1273.43932425,15.47,10286,391820,13430.84970703125,12895911.5625,0.001
391931,77272,0.92,5,-1284.6460182399999,15.43,10287,,,,
391936,77274,0.92,5,-1284.8612216699998,15.44,10288,,,,
391943,77298,0.92,5,-1285.1620295,15.46,10289,391840,13209.9796875,12948527.19375,0.001
391945,77315,0.92,5,-1273.92846311,15.4,10290,,,,
392045,77352,0.91,5,-1341.9396852300001,16.26,10291,391940,13311.49892578125,8948091.9,0.001
392108,77386,0.91,5,-1408.75333167,16.87,10292,392000,13071.49892578125,9680392.98125,0.001
392111,77392,0.91,5,-1399.0969541499999,16.87,10293,,,,
392116,77415,0.91,5,-1397.8752357699998,16.86,10294,,,,
392125,77419,0.91,5,-1400.3798339900002,16.91,10295,392020,13029.80400390625,10997353.51875,0.001
392173,77443,0.91,5,-1342.6815215299998,17.31,10296,392060,13318.83095703125,9381277.8,0.001
392273,77489,0.9,5,-1413.1585207399999,18.12,10297,392160,13424.665234375,10914185.7875,0.001
392276,77510,0.9,5,-1391.8737407699998,18.08,10298,,,,
392281,77518,0.9,5,-1379.69506358,18.07,10299,392180,13511.37705078125,10507900.2375,0.001
392381,77560,0.89,5,-1537.44615669,18.88,10300,392280,13339.1224609375,10572321.8125,0.001
392383,77582,0.89,5,-1526.67433682,18.85,10301,,,,
392386,77598,0.89,5,-1525.07784069,18.81,10302,,,,
392390,77605,0.89,5,-1523.82442304,18.8,10303,,,,
392396,77628,0.89,5,-1525.0694777399997,18.83,10304,,,,
392403,77636,0.89,5,-1523.67705477,18.43,10305,392300,13210.91474609375,12563648.3875,0.001
392407,77644,0.89,5,-1513.2252334799998,18.42,10306,,,,
392507,77695,0.88,5,-1722.3420761500001,19.39,10307,392400,13485.09765625,9147530.6125,0.001
392511,77713,0.88,5,-1722.1549108400004,19.36,10308,,,,
